post_id,post_title,post_author,post_content,post_category,post_tags,post_type,post_status,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,Image,teachers
,URU Yoga & Beyond,1,"URU Yoga & Beyond has two locations in Pensacola Florida. URU is a beautiful commmunity with yoga Hot, yoga beginner yoga Restorative, Yin,Vinyasa, and more.","Acro, Aerial, Alignment, Bhakti Yoga Chair Yoga, Children's, Flow, Hot, Meditation, Mom & Baby, Prenatal, Restorative, Thai, Yoga Massage, Yin",,gd_yoga_studio,publish,955 East Nine Mile Rd,Pensacola,FL,United States,32514,30.5327,-87.242725,http://www.yogatrail.com/sites/default/files/styles/profiles/public/avatars/studios_1.jpg?itok=jDJmtEjP,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/christine-morales-89106""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/89106/christine-morales_0.jpg?itok=0mdEgJW9"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/christine-morales-89106"">Christine Morales</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>2</strong> <a href=""/teacher/christine-morales-89106/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/lissa-dees-104192""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/104192/lissa-dees.jpg?itok=4T0oHbpz"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/lissa-dees-104192"">Lissa Dees</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/rebecca-sathre-1521608""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_1.jpg?itok=DJUCQPPQ"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/rebecca-sathre-1521608"">Rebecca Sathre</a></strong> </div> </li></ul>"
,The Prana Lab,1,We are a full service Yoga & Wellness Sanctuary specializing in the highest level instruction. We are located in a beautiful sunlit studio with large picture windows overlooking a serene pond. Our intimate boutique setting allows us each student personal attention whether you be a beginner just getting comfortable with the practice to the highest level practitioner playing with your edge. We host a Yoga Alliance Certified 200hr. Yoga Teacher Training as well as other events.,"Acro, Alignment, Children's, Core Strength, Corporate, Family, Gentle, Hatha, Kundalini, Meditation, Mom & Baby, Power, Prenatal, Restorative, Senior, Special Needs, Thai, Yoga Massage, Vinyasa, WoMen's, Yin",,gd_yoga_studio,publish,16614 Saddle Club Rd,Weston,FL,United States,33326,26.117,-80.3827295584483,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/154884/the-prana-lab.jpg?itok=Opwobaog,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/ernesto-f-bustamante-83380""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/83380/ernesto-bustamante.jpg?itok=zI7suaTz"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/ernesto-f-bustamante-83380"">Ernesto F. Bustamante</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>1</strong> <a href=""/teacher/ernesto-f-bustamante-83380/reviews"">Review</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/roseann-sbona-155752""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/155752/roseann-sbona_0.jpg?itok=lUpsoLzR"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/roseann-sbona-155752"">RoseAnn Sbona</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>1</strong> <a href=""/teacher/roseann-sbona-155752/reviews"">Review</a></p> </div> </li></ul>"
,Red Pearl Yoga,1,"Created 2002. Daily classes for all levels. Two practice rooms 2nd floor walk up location with ocean breezes lots of windows wood floors. Lifestyle boutique Workshops Private Instruction. Ashtanga, Gentle, Vinyasa, Yin,Kids Pre Natal Barre are some of our offerings. We also offer several By Donation classes each week. And FREE Yoga for Military Vets through Connected Warrior (see our website/ online schedule for days/times. We have hosted many wonderful workshops over the years: Edward Clark and Tripsichore Kino Mac Gregor Joe Barnett Doug Swenson Ricky Tran David Williams Samantha Beers and many more. please see our website for current schedule teacher bios class descriptions and more.","Alignment, Ashtanga, Children's, Core Strength, Corporate, Family, Flow, Gentle, Hatha, Meditation, Mom & Baby, Mysore Paddleboard Yoga, Power, Prenatal, Restorative, Special Needs, Thai, Yoga Massage, Vinyasa, Yin",,gd_yoga_studio,publish,918 ne 20th avenue,fort lauderdale,FL,United States,33304,26.1365246495304,-80.1193,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/73213/red-pearl-yoga.jpg?itok=9NXjUGpM,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/lisa-pumper-86502""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/86502/lisa-pumper.jpg?itok=qxSTzU_T"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/lisa-pumper-86502"">Lisa Pumper</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/karen-gavrilov-147096""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/karen-gavrilov-147096"">karen gavrilov</a></strong> </div> </li></ul>"
,New Ground Yoga,1,"Certified Yoga Teacher 235 hr. Teaching Gentle, Yoga Basic Yoga Intermediate Yoga Chair Yoga, Stretch and Breath Restorative, Yoga Meditation.","Alignment, Core Strength, Flow, Gentle, Hatha, Kripalu, Meditation, Men's, Restorative, Senior, Women's",,gd_yoga_studio,publish,978 Deerfoot Rd,DeLand,FL,United States,32720,28.9915,-81.3208255208333,http://www.yogatrail.com/sites/default/files/styles/profiles/public/avatars/studios_2.jpg?itok=cO4JGIJG,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/ana-albala-118270""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/118270/ana-albala_0.jpg?itok=e8OwKolr"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/ana-albala-118270"">Ana Albala</a></strong> </div> </li></ul>"
,Karma Yoga at Kashi Ashram,1,An opportunity to learn strengthen and grow your yoga practice as well as teaching skills through service to others.,,,gd_yoga_studio,publish,11155 Roseland Road,Sebastian,FL,United States,32958,27.8012,-80.5018,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/558321/kashi-ashram.jpg?itok=CQlFx-4O,
,The Fair Trade Boutique,1,"The Fair Trade Boutique offers only Fair Trade Certified WRAP Certified or Made In USA products ranging from clothing to home goods to cosmetics and all the yoga gear and props you could imagine! We also offer yoga 3 days a week absolutely Free! Sunday 11 a.m. Vinyasa, Wednesday 6 p.m. Restorative, and Thursday 5:30 p.m. Vinyasa. Great for all levels!",,,gd_yoga_studio,publish,64 S. Federal Highway,BOCA RATON,FL,United States,33432,26.3493375,-80.0862,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/98307/the-fair-trade-boutique.png?itok=5pUTHIvR,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/nina-rabiefarr-88910""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/88910/nina-rabiefarr.jpg?itok=AABg_DRv"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/nina-rabiefarr-88910"">Nina Rabiefarr</a></strong> </div> </li></ul>"
,Namaste Yoga,1,Welcome to Namasté Yoga. We are located in the heart of the historic Parkway District at 1369 East Lafayette St Tallahassee FL 32301. Namasté Yoga offers daily yoga classes with teachers certified in a variety of yoga traditions. Classes are suitable for beginners as well as intermediates and those with a committed practice. All classes focus on integrating body breath mind and spirit while building strength promoting self-awareness and cultivating compassion. Drop-ins are always welcome at all classes and we sell class passes that can be used in all classes as well.,"Children's, Core Strength, Flow, Gentle, Hot, Kripalu, Kundalini, Mom & Baby, Power, Prenatal, Restorative, Senior, Viniyoga, Women's",,gd_yoga_studio,publish,1369 East Lafayette St,Tallahassee,FL,United States,32301,30.4342872603972,-84.2559745207943,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/71852/namaste-yoga.jpg?itok=xGIAYZDK,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/charlene-cappellini-78151""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/78151/charlene-cappellini.jpg?itok=t6BTOqQV"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/charlene-cappellini-78151"">Charlene Cappellini</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>2</strong> <a href=""/teacher/charlene-cappellini-78151/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/ellen-shapiro-109708""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_4.jpg?itok=ECrSa7cI"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/ellen-shapiro-109708"">Ellen Shapiro</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/emily-dowd-arrow-115651""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_1.jpg?itok=DJUCQPPQ"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/emily-dowd-arrow-115651"">Emily Dowd-Arrow</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/gretchen-hein-115652""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_4.jpg?itok=ECrSa7cI"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/gretchen-hein-115652"">Gretchen Hein</a></strong> </div> </li></ul>"
,"The Barkan Method of Hot, Yoga Fort Lauderdale",1,"The Barkan Method is a style of Hatha, Yoga that originated from a lineage in Calcutta India. While the Barkan Method finds its roots from this lineage in Calcutta it also integrates postures from other styles of Yoga to create variations and even greater range of motion. The yoga classes are practiced in a heated room to stretch and strengthen various areas of the body. The practice brings vital balance and restores all systems to optimal health. Consistency will create a physical mental and spiritual harmony that will be felt in all areas of the practitioner’s life.","Alignment, Bhakti Yoga Family, Flow, Gentle, Hatha, Hot, Meditation, Men's, Power, Prenatal, Restorative, Tantra Yoga, Vinyasa, WoMen's, Yin,Yoga Therapy",,gd_yoga_studio,publish,2370 North Federal Hwy,Fort Lauderdale,FL,United States,33305,26.1555460973345,-80.1178404823778,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/74131/the-barkan-method-of-hot-yoga-fort-lauderdale-1437915745.jpg?itok=p4agemwW,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/jimmy-barkan-2024288""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_3.jpg?itok=aHLFnVQN"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/jimmy-barkan-2024288"">Jimmy Barkan</a></strong> </div> </li></ul>"
,Evolation Yoga Miami,1,"Coming Soon! Evolation style yoga teaches the Primary Hot, Series originally defined by Bikram Choudhury. We also offer Flow, Ashtanga, and Yin,classes and a 60 minute version of the Primary Hot, Series. Evolation was founded by Mark Drost and Zefea Samson. Mark spent 6 years as a Senior, member of the Bikram training staff. Prior to his time with the Bikram organization he practiced and studied in the Yogananda / Ghosh lineage for over 20 years. They created evolation to provide a comprehensive inclusive and intimate training experience for students who wanted to study the Hot, yoga Primary Series without the associated attachments. Evolation has grown into a worldwide collective of teachers and studios working together to help develop a unified global yoga community. Meditation, + heated yoga = a divine combination The word yoga is derived from the Sanskrit root “yuj” meaning “union.” At evolation we apply this principle of inclusion to all of our offerings starting with classes that enrich the heated Hatha, yoga espoused by Bishnu Gosh and Bikram Choudhury with the Meditation, techniques taught by Paramhansa Yogananda. Evolation is firmly rooted in these traditions we find our foundation in their combination – producing an entirely new practice with the goal of facilitating spiritual awakening for a wide range of students.",,,gd_yoga_studio,publish,3470 NW 82nd Avenue,Doral,FL,United States,33122,25.8054953703704,-80.3292521604938,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/150390/evolation-yoga-miami.jpg?itok=K8kng-ra,
,Thee House of Yoga,1,Every BODY needs a HOME. Welcome to Thee House of Yoga. Our HOUSE is Your HOUSE!,"Acro, Core Strength, Flow, Forrest Meditation, Yin",,gd_yoga_studio,publish,412 5th Avenue,Indialantic,FL,United States,32903,28.0898261682166,-80.5732199482587,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/139514/thee-house-of-yoga-1426091825.jpg?itok=xGQwW7hp,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/jenna-lomazzo-434464""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/434464/jenna-lomazzo-1426093413.jpg?itok=o9NB06p1"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/jenna-lomazzo-434464"">Jenna Lomazzo</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/cara-marie-1127626""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1127626/cara-marie-1426708853.jpg?itok=GB5rJE6W"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/cara-marie-1127626"">Cara Marie</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/michele-medeiros-obyrne-1222262""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1222262/michele-medeiros-obyrne-1427882603.jpg?itok=QWthzOv5"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/michele-medeiros-obyrne-1222262"">Michele Medeiros O'Byrne</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/thomas-ardavany-1224212""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1224212/tom-ardavany-1427987221.jpg?itok=MwkMjva1"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/thomas-ardavany-1224212"">Thomas Ardavany</a></strong> </div> </li></ul>"
,Yoga Institute of Broward,1,"Certified in the Iyengar tradition the most rigorous and comprehensive form of certification available Ruth Ann teaches with skill and confidence. Offering classes and private sessions for beginners to intermediate students with an emphasis on Alignment, and awareness. She has been to India to study with the Iyengar Family, and continues to study with Senior, teachers in this country. Ruth Ann believes that yoga is a transformative practice and imparts her love of the subject to all her students. She teaches and directs the Yoga Institute of Broward.",Iyengar,,gd_yoga_studio,publish,10400 Griffin Road,Cooper City,FL,United States,33328,26.0639097826087,-80.2860114130435,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/137677/yoga-institute-of-broward.jpg?itok=nxhLwYw7,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/jason-scholder-1518129""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1518129/jason-scholder-1431374705.jpeg?itok=GEoI6l_6"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/jason-scholder-1518129"">Jason Scholder</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/ruth-ann-bradley-90396""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/ruth-ann-bradley-90396"">Ruth Ann Bradley</a></strong><div class=""stars""><span class=""average"" style=""width: 90%;"">Average: 4.7</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>3</strong> <a href=""/teacher/ruth-ann-bradley-90396/reviews"">Reviews</a></p> </div> </li></ul>"
,Bamboo Garden Yoga,1,"Join us in the oasis of Bamboo Garden Yoga. Enjoy asanas on the private yoga deck surrounded by lush bamboo. We offer traditional yoga practice along with Meditation, and philosophical book studies.",,,gd_yoga_studio,publish,88 SE 4th Ave,Delray Beach,FL,United States,33483,26.4599874049,-80.0692101402325,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/663001/bamboo-garden-yoga-1420742592.png?itok=jFeRrtlo,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/karen-pagano-110524""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/110524/karen-pagano.jpg?itok=ubF9LjJM"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/karen-pagano-110524"">Karen Pagano</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>4</strong> <a href=""/teacher/karen-pagano-110524/reviews"">Reviews</a></p> </div> </li></ul>"
,Yoga with Lesley,1,"Experience a challenging Vinyasa, Flow, practice which incorporates strength stamina flexibility breath core work and balance. Lesley encourages you to let go of all expectations listen to your body and work at your own level to create balance in all aspects of life.","Bikram Core Strength, Flow, Hatha, Men's, Power, Restorative, Senior, Special Needs, Vinyasa, WoMen's, Yin",,gd_yoga_studio,publish,4342 e.tradewinds ave.,Lauderdale By The Sea,FL,United States,33308,26.1893909090909,-80.1,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/449022/yoga-with-lesley.jpg?itok=njF2fEZB,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/lesley-kleiner-78146""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/78146/lesley-kleiner.jpg?itok=7wrxk61r"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/lesley-kleiner-78146"">Lesley Kleiner</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>1</strong> <a href=""/teacher/lesley-kleiner-78146/reviews"">Review</a></p> </div> </li></ul>"
,The Zen Room,1,"Yoga zen Meditation, Phoenix rising yoga therapy tai chi qigong",Hatha,,gd_yoga_studio,publish,631 brevard ave,Cocoa,FL,United States,32922,28.351532,-80.7262,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/71449/the-zen-room.jpg?itok=uCgsOEOh,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/cathy-johnson-107412""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/107412/cathy-johnson.png?itok=Cb6sLCiR"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/cathy-johnson-107412"">Cathy Johnson</a></strong> </div> </li></ul>"
,Harmony House Yoga,1,Harmony House Yoga is a heart-based yoga studio and a center of learning healing and growth. We foster a genuine sense of community and personal care. We recognize the interconnected nature of all life. We approach our practice with reverence and all members of our community with kindness.,,,gd_yoga_studio,publish,9524 Griffin Road,Cooper City,FL,United States,33328,26.0642,-80.2744245611829,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/135527/harmony-house-yoga.jpg?itok=32X3PcqQ,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/paty-renda-96942""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/Member/1273304/paty-wallace-1428524574.jpg?itok=SFpjvxjg"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/paty-renda-96942"">Paty Renda</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/darlene-mars-135526""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_3.jpg?itok=aHLFnVQN"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/darlene-mars-135526"">Darlene Mars</a></strong> </div> </li></ul>"
,Sunshine Yoga,1,"Sunshine Yoga is a yoga studio located in the heart of Destin FL. We offer a variety of yoga including Private Sessions and Parties Beach Yoga Kids and Family, Yoga Beginner Yoga Power, Flow, Vinyasa, Flow, Workshops and Special Events.","Ashtanga, Children's, Core Strength, Family, Flow, Gentle, Hatha, Laughter Yoga Mom & Baby, Power, Prenatal, Restorative, Vinyasa, Women's",,gd_yoga_studio,publish,211-E Main Street,Destin,FL,United States,32541,30.395532183908,-86.4835494252874,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/178973/sunshine-yoga.png?itok=7kNxDkMR,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/kim-mosby-178959""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/178959/kim-mosby.jpg?itok=xL9XwFAK"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/kim-mosby-178959"">Kim Mosby</a></strong> </div> </li></ul>"
,Dragonfly Yoga Central Florida,1,"Offering a hands on approach to yoga with a focus on body alignment; from basic beginners intermediate and advanced yoga ranging from Power, Vinyasa, Flow, Laughter to Stand Up Paddle Board Yoga for ""Every Body""","Alignment, Aqua Yoga, Chair Yoga, Core Strength, Corporate, Family, Flow, Gentle, Laughter Yoga Meditation, Men's, Nude Paddleboard Yoga, Power, Senior, Viniyoga, Vinyasa, WoMen's, Yin",,gd_yoga_studio,publish,1217 Enderby Ct,Orlando,FL,United States,32766,28.6578866057872,-81.1058566971064,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/2067122/dragonfly-yoga-central-florida-1438180463.jpg?itok=asjOVz7T,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/bonnie-kennedy-117672""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/117672/bonnie-kennedy-1438178157.jpg?itok=QowiYq0I"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/bonnie-kennedy-117672"">Bonnie Kennedy</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>1</strong> <a href=""/teacher/bonnie-kennedy-117672/reviews"">Review</a></p> </div> </li></ul>"
